Model,Actual,Predicted,Green_Score
LinearRegression,80,118.88814259586928,72.15965340872472
LinearRegression,40,55.7214046750099,86.42187824152444
LinearRegression,40,78.64020022797176,81.24711339166238
LinearRegression,100,124.58747649204412,70.87281821507767
LinearRegression,70,60.006110004621384,85.45444771139674
LinearRegression,70,75.03218693786255,82.06175569292762
LinearRegression,50,45.77543037792678,88.6675494013043
LinearRegression,80,121.01666378677521,71.67906110990896
LinearRegression,50,69.90159313639668,83.22017679762283
LinearRegression,40,132.98166289322575,68.97752050487968
LinearRegression,80,88.65705463904348,78.9854384274254
LinearRegression,50,45.964166843346874,88.62493517121152
LinearRegression,70,104.97950739858626,75.30004167049589
LinearRegression,120,128.95458738384815,69.88678158474364
LinearRegression,70,117.06012063843272,72.57239690339307
LinearRegression,40,100.58585822888857,76.29207029754296
LinearRegression,90,109.56053022336889,74.26570651813937
LinearRegression,390,189.41139821534307,56.236422912856554
LinearRegression,60,90.43351173797622,78.58433760467047
LinearRegression,100,122.13944084387981,71.42555270734434
LinearRegression,130,137.2166198832251,68.0213225004128
LinearRegression,50,60.99063884872864,85.23215395061038
LinearRegression,70,137.79464511632617,67.89081194842186
LinearRegression,70,104.75964714989027,75.34968324455701
LinearRegression,40,72.90577543414308,82.5418716519169
LinearRegression,80,87.31358937540921,79.28877534612167
LinearRegression,110,115.81432856899589,72.85368048988266
LinearRegression,80,75.98174961775499,81.84735683556649
LinearRegression,90,132.8384234993111,69.0098620901533
LinearRegression,250,92.44703449569602,78.12971045085831
LinearRegression,100,119.80917754590624,71.95169574035896
LinearRegression,70,113.16118581227991,73.45272548975595
LinearRegression,70,84.71925956661329,79.8745411501092
LinearRegression,120,103.03031955895679,75.7401428396426
LinearRegression,40,79.56181655570992,81.03902445580108
LinearRegression,60,49.411048825932085,87.84667421574872
LinearRegression,110,93.2777068577706,77.9421554752453
LinearRegression,110,71.54075566511409,82.85007529655499
LinearRegression,50,89.993834792143,78.68361091941925
LinearRegression,80,97.15602693256092,77.06648143063147
LinearRegression,50,95.51079025211942,77.43795439586555
LinearRegression,40,61.425278469521,85.13401799809769
LinearRegression,90,129.62521059450896,69.73536361821002
LinearRegression,40,120.24220315465087,71.85392421069704
LinearRegression,100,66.31289613905417,84.03045773213962
LinearRegression,100,144.15293462185443,66.45519318030546
LinearRegression,80,100.56703040583722,76.29632137420623
LinearRegression,330,179.58504387162105,58.455085448707436
LinearRegression,50,48.353621633267046,88.08542747201153
LinearRegression,40,44.665154765778645,88.91823514079381
LinearRegression,50,13.654906175922576,95.91994445913248
LinearRegression,40,59.65148789083433,85.53451675539029
LinearRegression,60,87.47029488604308,79.2533932874819
LinearRegression,50,37.002575541712666,90.64834550092814
LinearRegression,50,119.7356645400708,71.96829401742487
LinearRegression,130,79.12278527084585,81.13815198873161
LinearRegression,40,52.07032244268981,87.24624494771133
LinearRegression,40,66.84822401913314,83.9095876850823
LinearRegression,390,79.12986137876655,81.13655429593588
LinearRegression,120,74.07270418883917,82.27839437240017
LinearRegression,50,26.026313672307694,93.12664214498271
LinearRegression,50,69.6260661539087,83.28238719349082
LinearRegression,50,57.09393048237612,86.11197983141496
LinearRegression,110,272.0788482517177,37.57119185010658
LinearRegression,50,83.98117080305019,80.04119195778094
LinearRegression,50,69.52169517842171,83.30595279727868
LinearRegression,90,81.69364955018786,80.55768439497163
LinearRegression,40,53.86306213315099,86.8414677283451
LinearRegression,210,157.7992473054366,63.37403391772363
LinearRegression,50,117.89380209739953,72.38416251298307
LinearRegression,300,211.52745527867467,51.24290593486327
LinearRegression,40,94.15898682231581,77.74317396363497
LinearRegression,80,126.07750679529772,70.53638882372121
LinearRegression,120,119.62324625475989,71.99367659871996
LinearRegression,110,178.3376810873138,58.73672368211037
LinearRegression,100,75.39353762617321,81.98016742464264
LinearRegression,50,92.42267411428453,78.13521070697631
LinearRegression,50,50.64781447905574,87.56742867623022
LinearRegression,60,83.41022322821553,80.17010446692832
LinearRegression,50,113.16784511200686,73.45122190680928
LinearRegression,60,55.54537334445696,86.46162381801928
LinearRegression,180,148.13366147300624,65.55639702242533
LinearRegression,50,86.42588006033081,79.4892085211525
LinearRegression,100,169.83765145205967,60.655919412865714
LinearRegression,30,142.7855549048248,66.7639296703949
LinearRegression,90,87.39395410930777,79.27063003830278
LinearRegression,280,122.57844761729044,71.32643070878002
LinearRegression,130,111.12942055461565,73.91147156191475
LinearRegression,80,143.5187894629743,66.59837487893792
LinearRegression,50,134.69640243011676,68.59035470196181
LinearRegression,20,96.71714643186729,77.16557491846469
LinearRegression,50,52.882089788863226,87.06295847789939
LinearRegression,40,108.69947012323973,74.46012264831822
LinearRegression,50,69.43161993808596,83.32629061068842
LinearRegression,140,136.77642148496935,68.12071355231147
LinearRegression,240,215.70262588137848,50.3002069161857
LinearRegression,50,55.8865831946398,86.38458308806152
LinearRegression,90,159.95742134852907,62.8867463919777
LinearRegression,320,187.0834261591454,56.76204861338845
LinearRegression,400,78.21037885504467,81.34416144670536
LinearRegression,230,238.21640184812875,45.21689020169314
LinearRegression,90,61.091075698701516,85.20947662100686
LinearRegression,80,138.23888581822757,67.79050819712894
LinearRegression,40,90.74326852551482,78.51439856566395
LinearRegression,40,92.41122005605345,78.1377968838016
LinearRegression,70,53.5365109632596,86.91519871965005
LinearRegression,60,123.34663983548849,71.1529829340275
LinearRegression,40,70.56769029225518,83.06978075517965
LinearRegression,40,57.03958835494394,86.12424957439742
LinearRegression,210,108.08068638415165,74.59983593889231
LinearRegression,60,118.59468710290554,72.22591182821621
LinearRegression,60,102.91464549099321,75.76626053415912
LinearRegression,180,125.90576573384818,70.57516571345843
LinearRegression,120,94.77684919126656,77.60366870641016
LinearRegression,40,61.02716213851222,85.22390746855872
LinearRegression,120,211.25767917321235,51.30381785777183
LinearRegression,80,97.70417630916444,76.94271645703297
LinearRegression,70,55.491201212930335,86.47385517814544
LinearRegression,120,112.14941436194397,73.68117027539896
LinearRegression,50,68.12036234294133,83.62235545828432
LinearRegression,50,111.86232586299485,73.7459911107578
LinearRegression,20,50.94400212791179,87.5005533716043
LinearRegression,100,100.60042636020685,76.28878100366624
LinearRegression,40,68.73395924935804,83.4838132868176
LinearRegression,60,90.2393619805061,78.62817408544205
LinearRegression,50,71.69506133611904,82.81523509037551
LinearRegression,30,76.71484406389254,81.68183367957275
LinearRegression,70,174.39975867331063,59.625855156859004
LinearRegression,70,116.78668076021756,72.63413605836169
LinearRegression,440,109.25623497880952,74.33441241203711
LinearRegression,60,90.65120528796382,78.53518524289323
LinearRegression,50,83.7820198157855,80.08615765095321
LinearRegression,90,175.06417608190196,59.47583837942104
LinearRegression,60,63.370206801457854,84.6948785701836
LinearRegression,50,66.0385986148616,84.09239053237408
LinearRegression,40,71.40502412305517,82.88072170688842
LinearRegression,90,70.44921046700625,83.09653195306433
LinearRegression,50,58.299037445385615,85.83988241084612
LinearRegression,180,74.56354065340332,82.1675699061673
LinearRegression,90,104.2152971239792,75.47259037436655
LinearRegression,90,134.1102388991374,68.72270277537491
LinearRegression,60,61.13519298577487,85.19951551350053
LinearRegression,130,108.04231315231694,74.60850011370965
LinearRegression,370,428.69484561077127,2.209344139266321
LinearRegression,50,86.22389949431837,79.53481309626821
LinearRegression,50,70.03240043650716,83.19064221683942
LinearRegression,100,213.28842607497742,50.84530171708126
LinearRegression,50,73.29138484218481,82.45480608139427
LinearRegression,70,203.4124208221883,53.075174780047774
LinearRegression,50,114.52631742416636,73.14449659246065
LinearRegression,70,102.98312767418967,75.75079815117184
LinearRegression,80,93.55872426191713,77.87870541383973
LinearRegression,60,103.27494533763203,75.68490953220578
LinearRegression,90,96.93297340094061,77.11684400629122
LinearRegression,60,62.27685451657219,84.94174324329734
LinearRegression,90,123.36968210533553,71.14778029029391
LinearRegression,50,109.22796825628782,74.34079466898373
LinearRegression,30,79.37650638786211,81.08086507262954
LinearRegression,110,75.37260950216373,81.98489272184456
LinearRegression,60,57.88536350416008,85.9332845866023
LinearRegression,60,165.2933706791027,61.68195868955722
LinearRegression,60,36.112775903615955,90.84925064360907
LinearRegression,50,90.42706064634714,78.58579417694662
LinearRegression,90,202.81747356794716,53.209506103509106
LinearRegression,50,86.00864596713525,79.58341453274868
LinearRegression,80,71.21967978540295,82.92257003881264
LinearRegression,80,79.68337583643843,81.01157795706887
LinearRegression,80,96.51532369467485,77.21114385789315
LinearRegression,230,157.39171895611224,63.46604849905417
LinearRegression,50,51.578573256154556,87.35727549465044
LinearRegression,110,79.68934153325365,81.01023098060524
LinearRegression,60,99.40499499793884,76.55869379989466
LinearRegression,310,127.81279310881118,70.14458382686327
LinearRegression,140,67.65349113869374,83.72776888158444
LinearRegression,300,227.71780333276956,47.58733669590579
LinearRegression,70,149.8474446303602,65.1694471575222
LinearRegression,50,38.822615341468946,90.23740427326351
LinearRegression,140,144.68609466977978,66.33481260144916
LinearRegression,40,69.27044981302191,83.36268072098466
LinearRegression,50,39.838931549543126,90.00793334065128
LinearRegression,50,98.61476966646813,76.73711636399999
LinearRegression,50,81.54389335880427,80.59149738804231
LinearRegression,50,75.20919065027978,82.02179056530146
LinearRegression,60,82.84818434023589,80.29700551087942
LinearRegression,50,103.15499197033051,75.71199343665006
LinearRegression,50,54.04458720259538,86.8004817373248
LinearRegression,80,81.26107998606246,80.6553529557118
LinearRegression,50,37.79320760220635,90.46983110271894
LinearRegression,50,38.15658870954399,90.38778439232313
LinearRegression,50,42.455847822899656,89.41706780781365
LinearRegression,40,97.0735322671206,77.08510764918799
LinearRegression,100,91.7425471919058,78.2887744875527
LinearRegression,80,120.86995607213794,71.71218579672569
LinearRegression,400,144.15142913351474,66.45553309991965
LinearRegression,50,76.98850061071767,81.62004560366043
LinearRegression,70,140.53900965590094,67.27117026080428
LinearRegression,110,112.09518364987007,73.69341486224798
LinearRegression,280,18.580049603923612,94.80791136678023
LinearRegression,50,53.74972774753216,86.86705715313079
LinearRegression,60,66.27754533297684,84.03843948267624
LinearRegression,80,94.31881970680976,77.70708578480289
LinearRegression,70,99.0780958406437,76.63250336221269
LinearRegression,100,96.57803071554439,77.19698543116931
LinearRegression,60,21.753616997983812,94.09136127750956
LinearRegression,90,133.9115113275231,68.76757286682069
LinearRegression,50,73.653307024875,82.37308877713878
LinearRegression,60,157.08291065097816,63.53577338311539
LinearRegression,110,158.782715139135,63.15197971923697
LinearRegression,50,85.26905866991345,79.75040368975843
LinearRegression,90,145.36001493903166,66.18265020212607
LinearRegression,60,130.9864106994363,69.42802240386351
LinearRegression,60,97.86199017837278,76.9070841454958
LinearRegression,60,176.3986670207513,59.174527746108794
LinearRegression,50,123.27393583880529,71.1693985473878
LinearRegression,40,94.49559355844805,77.66717255673997
LinearRegression,90,84.38544080899231,79.94991306785111
LinearRegression,60,106.2593412698387,75.01107188954403
LinearRegression,420,205.898427994339,52.51386681335195
LinearRegression,40,72.20635750290003,82.69979109046663
LinearRegression,90,163.51537859404687,62.08340609214078
LinearRegression,70,111.49793805636536,73.82826512071209
LinearRegression,50,77.10499691007635,81.59374226002846
LinearRegression,100,116.51353280690749,72.69580930049757
LinearRegression,220,155.5125874063085,63.89033187248539
LinearRegression,110,153.97386022503662,64.23775638320075
LinearRegression,110,135.13664518028338,68.49095363598066
LinearRegression,30,78.13641300997982,81.36086196895782
LinearRegression,140,142.61848137418295,66.80165269260652
LinearRegression,470,160.68279684225257,62.72296607467448
LinearRegression,50,56.3631852115654,86.27697257428645
LinearRegression,620,172.3926244125763,60.07903987144841
LinearRegression,40,110.1963767753103,74.12214066716395
LinearRegression,120,158.90595653566362,63.12415342071572
LinearRegression,30,71.99120745017359,82.74836916376556
LinearRegression,30,86.8029077721826,79.40408058560257
LinearRegression,90,116.4437953746814,72.7115551023295
LinearRegression,350,127.4919404831633,70.21702816126783
LinearRegression,150,100.08068901263991,76.40613091200392
LinearRegression,30,54.409076946304616,86.71818471130862
LinearRegression,50,39.63655925081762,90.05362636389984
LinearRegression,50,59.17133707870049,85.64292854079677
LinearRegression,70,175.97758213687052,59.26960321597278
LinearRegression,50,106.14458473207615,75.03698241771873
LinearRegression,60,75.33318051127247,81.99379527327481
LinearRegression,110,60.60369888144191,85.3195199440412
LinearRegression,70,107.6666441739385,74.69332126497845
LinearRegression,90,106.47469568299616,74.96244767432754
LinearRegression,30,55.64387984226523,86.43938233673535
LinearRegression,40,41.07260178989989,89.72938670492748
LinearRegression,50,100.52631422874403,76.30551455547773
LinearRegression,80,114.79486469486362,73.08386212440062
LinearRegression,80,96.56102455588436,77.20082520001914
LinearRegression,40,83.13000840798117,80.2333733153636
LinearRegression,100,156.6435994194211,63.63496412435474
LinearRegression,40,72.54542333326168,82.62323445219609
LinearRegression,70,105.50258489332586,75.1819376005295
LinearRegression,50,74.8078883874043,82.11239937758828
LinearRegression,40,67.48617206953053,83.76554734318887
LinearRegression,70,131.9712841946993,69.20565082534533
LinearRegression,290,152.456902951884,64.580265532851
LinearRegression,250,189.42789077621237,56.23269910790906
LinearRegression,390,120.84399681707026,71.71804705764328
LinearRegression,30,93.93399839872814,77.79397341264253
LinearRegression,70,81.85187989143543,80.52195804948468
LinearRegression,60,101.31717010873756,76.12694962174723
LinearRegression,120,195.40142811192868,54.88395235711357
LinearRegression,50,50.84301114713197,87.52335581671032
LinearRegression,60,64.31994182915173,84.48044079893877
LinearRegression,60,71.90073794942553,82.76879599602967
LinearRegression,60,81.40771201924531,80.62224535677953
LinearRegression,70,127.14020282038902,70.29644593387681
LinearRegression,230,166.10807007549562,61.49801020108122
LinearRegression,160,85.78898555315743,79.6330109867391
LinearRegression,90,162.44196519569573,62.32576882496076
LinearRegression,90,80.76567329892681,80.76720931854082
LinearRegression,50,133.19387116539176,68.92960664722877
LinearRegression,330,36.4223067460491,90.77936262005784
LinearRegression,80,90.069521708965,78.6665218016312
LinearRegression,400,150.59744654828717,65.00010651511153
LinearRegression,60,78.28857410481584,81.32650598008159
LinearRegression,100,74.13558531762855,82.26419663438087
LinearRegression,80,98.77814209656529,76.70022900197654
LinearRegression,40,67.76520613745873,83.70254509321057
LinearRegression,70,101.83190526249273,76.01072914347274
LinearRegression,90,131.71878375164192,69.2626621292024
LinearRegression,80,66.6137738924299,83.96252346313861
LinearRegression,70,60.706555753345576,85.29629620507708
LinearRegression,120,125.47044322270726,70.67345585369726
LinearRegression,80,77.35845441845021,81.53651486331663
LinearRegression,70,66.8849182555606,83.90130260551001
LinearRegression,70,64.67969958989981,84.39921219290306
LinearRegression,430,127.31029988430551,70.25804023732152
LinearRegression,50,36.6477226793184,90.72846664494496
LinearRegression,60,101.93086774540326,75.98838470670523
LinearRegression,60,95.95204031309264,77.33832589225386
LinearRegression,20,55.79109028745806,86.4061441399219
LinearRegression,50,79.19050507995885,81.12286173986023
LinearRegression,90,90.51236970652076,78.56653250479893
LinearRegression,90,106.94670335963109,74.85587450261477
LinearRegression,80,131.82255704782776,69.23923147359852
LinearRegression,50,66.46226666490179,83.99673181731241
LinearRegression,180,66.33837596768154,84.02470471945375
LinearRegression,50,49.63275987024663,87.79661475619754
LinearRegression,50,80.13550579579147,80.90949291443113
LinearRegression,50,145.00255324600323,66.26336038604393
LinearRegression,650,69.62735167633708,83.28209693930793
LinearRegression,90,88.48513481255829,79.02425567997403
LinearRegression,90,130.99547875322713,69.42597495569352
LinearRegression,20,75.60321473155044,81.93282507141035
LinearRegression,50,61.69367041071601,85.07341860141156
LinearRegression,80,89.59397426235942,78.77389420719456
LinearRegression,30,64.10666659773673,84.52859556205982
LinearRegression,60,67.32342951171495,83.8022924882736
LinearRegression,210,42.68712456075902,89.3648485395323
LinearRegression,60,55.49879551255809,86.47214048442682
LinearRegression,30,98.77910915858709,76.70001065199622
LinearRegression,60,129.50850337878524,69.76171458400387
LinearRegression,70,66.54261824980192,83.9785894783657
LinearRegression,100,207.22626420217009,52.21405873143158
LinearRegression,110,117.6694339899252,72.43482190270996
LinearRegression,100,136.08444286249875,68.27695329205443
LinearRegression,140,112.54562047994575,73.59171210609865
LinearRegression,130,92.44338030941606,78.13053551841793
LinearRegression,270,152.45725854807347,64.58018524387343
LinearRegression,50,60.14564197221414,85.4229432145892
LinearRegression,190,89.39046254168171,78.81984449704571
LinearRegression,60,100.95014255545539,76.20981965203597
LinearRegression,40,36.10514418468924,90.85097378611692
LinearRegression,110,110.35348968784551,74.08666662249315
LinearRegression,60,92.48958427409967,78.12010326634707
LinearRegression,70,67.81536049251264,83.6912208945632
LinearRegression,560,131.73148814410962,69.25979364322856
LinearRegression,40,159.615878434624,62.96386232337607
LinearRegression,60,104.07125281638442,75.50511369864167
LinearRegression,100,59.750472120644616,85.5121674084567
LinearRegression,110,101.72123760520681,76.0357164558128
LinearRegression,70,155.51583478714048,63.889598656285415
LinearRegression,50,124.16686940084718,70.96778580559084
LinearRegression,90,114.86063581057365,73.06901186506104
LinearRegression,50,54.876630615341455,86.6126171963681
LinearRegression,40,68.18636130228055,83.60745375482756
LinearRegression,60,40.25657928097934,89.91363393494008
LinearRegression,90,122.32537548414928,71.38357109279507
LinearRegression,50,81.58219221859741,80.5828500054611
LinearRegression,100,171.57611491999273,60.26339705601495
LinearRegression,90,86.79749774171295,79.40530209985914
LinearRegression,60,84.7293425436716,79.87226454551438
LinearRegression,80,100.85500437145572,76.23130061203248
LinearRegression,60,101.36676341327677,76.11575210098202
LinearRegression,40,106.31421911909796,74.9986811875664
LinearRegression,60,91.65777612537237,78.3079146877595
LinearRegression,60,131.89143297476255,69.22368018841514
LinearRegression,30,64.43316030398847,84.45487754529456
LinearRegression,40,70.23043387130319,83.14592885242585
LinearRegression,60,114.0433938245956,73.25353443707395
LinearRegression,60,58.92040874132043,85.69958488371445
LinearRegression,110,143.58882471198666,66.58256183396341
LinearRegression,50,67.45062262488419,83.77357394372129
LinearRegression,20,88.67569212194549,78.98123032708311
LinearRegression,60,77.49781581280408,81.50504887971974
LinearRegression,70,74.69132546672986,82.13871776344365
LinearRegression,60,49.737413515065214,87.77298532936463
LinearRegression,80,105.93386370035495,75.08456047589189
LinearRegression,50,55.45341571561291,86.48238665018117
LinearRegression,20,69.89192588772147,83.22235953617572
LinearRegression,70,67.69667509184458,83.7180185086939
LinearRegression,60,80.78899940925301,80.76194258733233
LinearRegression,120,100.99729456634715,76.19917334350728
LinearRegression,140,201.4770199727143,53.51216302679519
LinearRegression,40,133.354921871675,68.89324350013432
LinearRegression,80,91.91973646118001,78.24876746361053
LinearRegression,100,133.80381218115036,68.79188992814801
LinearRegression,20,65.00008978579169,84.32687226910078
LinearRegression,50,118.28229982275327,72.29644479811597
LinearRegression,50,168.43561685297328,60.97248052293264
LinearRegression,40,82.37006971461922,80.40495755195107
LinearRegression,110,80.56049796279112,80.81353523104526
LinearRegression,50,41.60983302340066,89.60808690551421
LinearRegression,40,62.47571999875613,84.89684201344527
LinearRegression,50,57.22852570922668,86.08158998622191
LinearRegression,90,121.06601149180261,71.66791904230742
LinearRegression,60,54.04113120532123,86.80126205639411
LinearRegression,60,5.813467519842391,97.69043894415307
LinearRegression,240,107.85999339861085,74.64966553406228
LinearRegression,120,77.74337829411434,81.4496040770558
LinearRegression,70,92.72127342629099,78.0677908802933
LinearRegression,50,41.475710042953885,89.63837012363408
LinearRegression,110,44.40365476894238,88.9772784264124
LinearRegression,70,127.76392577049133,70.15561743393305
LinearRegression,40,72.99027475599111,82.52279280811265
LinearRegression,40,52.30339179755929,87.19362092991024
LinearRegression,90,118.8798258309098,72.16153122568406
LinearRegression,50,68.95908226775106,83.43298344806
LinearRegression,30,21.474696085390292,94.15433797849043
LinearRegression,40,82.38354322397606,80.40191540942386
LinearRegression,50,73.51079806984086,82.40526543884847
LinearRegression,50,65.24196689053724,84.27225957635558
LinearRegression,90,97.72357736047456,76.9383359529119
LinearRegression,60,54.704284913087335,86.65153060610591
LinearRegression,400,117.31956607182406,72.51381751137973
LinearRegression,70,66.49574159154056,83.98917361586497
LinearRegression,90,121.35148479430443,71.6034628972213
LinearRegression,30,88.36101823995473,79.0522795818283
LinearRegression,50,76.18214633881905,81.80210987196435
LinearRegression,70,82.93371272996058,80.27769431698226
LinearRegression,70,78.97530402561375,81.17145132865886
LinearRegression,410,86.67824964273493,79.43222676392267
LinearRegression,110,108.1616874626699,74.58154695276524
LinearRegression,30,90.43596630416246,78.58378339566795
LinearRegression,80,61.28782175361057,85.16505393016607
LinearRegression,140,124.52808667402701,70.8862276607008
LinearRegression,120,51.15895691501446,87.4520193867342
LinearRegression,40,103.91220254079678,75.54102517459901
LinearRegression,140,263.9104729938957,39.41550435191243
LinearRegression,70,138.56582627345102,67.71668931027781
LinearRegression,70,49.21488511407767,87.89096542112978
LinearRegression,420,175.86447743318683,59.29514078157582
LinearRegression,120,111.12538596594372,73.91238251936863
LinearRegression,270,224.64684843111968,48.28071822391178
LinearRegression,90,116.51033034646346,72.69653237426036
LinearRegression,40,46.75990221204888,88.44526851262837
LinearRegression,50,90.51197689874569,78.56662119566676
LinearRegression,100,153.87363824348796,64.26038519831903
LinearRegression,60,62.040002511001774,84.99522133424732
LinearRegression,90,86.83758439583316,79.39625105665704
LinearRegression,40,66.60483454174519,83.96454185182736
LinearRegression,50,100.52492721976435,76.30582772399907
LinearRegression,60,105.1449540766867,75.2626859703509
LinearRegression,110,99.66686150614285,76.49956776079375
LinearRegression,50,62.26240989223298,84.94500465091046
LinearRegression,50,55.0732795104057,86.56821644295194
LinearRegression,50,62.46326405197159,84.8996544036271
LinearRegression,50,73.22519703027172,82.46975042529688
LinearRegression,30,57.7093919905458,85.97301665721325
LinearRegression,30,88.51202355507192,79.01818455292485
LinearRegression,50,139.69730079819098,67.46121713305939
LinearRegression,20,84.45243944489778,79.93478565047566
